2010-02-03,0.158
2009-11-04,0.14
2009-08-05,0.14
2009-05-05,0.14
2009-02-04,0.14
2008-11-05,0.14
2008-08-05,0.14
2008-05-05,0.14
2008-02-05,0.128
2007-11-05,0.113
2007-08-03,0.113
2007-05-03,0.113
2007-02-05,0.113
2006-11-03,0.1
2006-08-03,0.1
2006-05-03,0.1
2006-02-03,0.1
2005-11-03,0.08
2005-08-03,0.08
2005-05-04,0.08
2005-02-03,0.08
2004-11-03,0.04
2004-08-04,0.04
2004-05-05,0.04
2004-02-04,0.04
2003-11-05,0.02
2003-08-05,0.02
2003-05-05,0.02
2003-02-05,0.02
2002-11-05,0.02
2002-08-05,0.02
2002-05-03,0.02
2002-02-05,0.02
2001-11-05,0.02
2001-08-03,0.02
2001-05-03,0.02
2001-02-05,0.02
2000-11-03,0.02
2000-08-03,0.02
2000-05-03,0.015
2000-02-03,0.015
1999-11-03,0.015
1999-08-04,0.015
1999-05-05,0.015
1999-02-03,0.015
1998-11-04,0.01
1998-08-05,0.0075
1998-04-29,0.0075
1998-01-28,0.0075
1997-10-29,0.0075
1997-07-30,0.0075
1997-04-29,0.00625
1997-01-29,0.00625
1996-10-30,0.00625
1996-07-30,0.00625
1996-04-29,0.005
1996-01-30,0.005
1995-10-30,0.005
1995-07-28,0.005
1995-04-25,0.00375
1995-01-26,0.00375
1994-10-26,0.00375
1994-07-26,0.00375
1994-04-25,0.00313
1994-01-26,0.00313
1993-10-26,0.00313
1993-07-26,0.00313
1993-04-26,0.00313
1993-01-26,0.00313
1992-10-26,0.00313
